date, minTemp, maxTemp, clear, cloudy, rain, snow, storm, wind, weekend, holiday, visitorTotal, visitorMale, visitorFemale, visitorKids, VisitorTeenage, VisitorAdult, VisitorElderly, OverMonthlyAverage 
2015-08-07,27, 33, 0, 0, 1, 0, 0, 4, 0, 0,17800, 7859, 9941, 4178, 2369, 4188, 7065,0
2015-08-08,27, 33, 0, 0, 1, 0, 0, 5, 1, 0,20745, 8013, 12732, 9745, 3654, 962, 6384,1
2015-08-09,28, 30, 0, 0, 1, 0, 0, 4, 1, 0,17975, 3708, 14267, 8243, 1856, 987, 6889,0
2015-08-10,26, 30, 0, 0, 1, 0, 1, 4, 0, 0,164, 22, 142, 48, 58, 22, 36,0
2015-08-11,25, 30, 0, 1, 1, 0, 0, 3, 0, 0,21412, 6008, 15404, 7359, 3070, 5243, 5740,1
2015-08-12,25, 30, 0, 1, 1, 0, 0, 3, 0, 0,20258, 9828, 10430, 8037, 1382, 3097, 7742,1
2015-08-13,25, 32, 0, 1, 0, 0, 0, 3, 0, 0,19011, 2912, 16099, 5550, 3049, 3012, 7400,0
2015-08-14,26, 31, 0, 1, 0, 0, 0, 3, 0, 0,17918, 4324, 13594, 3926, 5048, 2450, 6494,0
2015-08-15,25, 31, 0, 0, 1, 0, 0, 3, 1, 0,20617, 2359, 18258, 4113, 5613, 1639, 9252,1
2015-08-16,25, 30, 0, 1, 1, 0, 0, 3, 1, 0,19149, 5547, 13602, 6194, 1498, 3039, 8418,0
2015-08-17,25, 32, 0, 1, 0, 0, 0, 3, 0, 0,80, 22, 58, 13, 24, 18, 25,0
2015-08-18,26, 32, 0, 1, 0, 0, 0, 3, 0, 0,20727, 5471, 15256, 6733, 4147, 2562, 7285,1
2015-08-19,26, 33, 0, 1, 0, 0, 0, 3, 0, 0,21528, 9587, 11941, 9012, 2173, 4375, 5968,1
2015-08-20,25, 34, 0, 0, 1, 0, 0, 3, 0, 0,18640, 5057, 13583, 8935, 1582, 3162, 4961,0
2015-08-21,24, 29, 0, 0, 1, 0, 1, 3, 0, 0,18025, 4234, 13791, 8940, 1866, 1631, 5588,0
2015-08-22,23, 26, 0, 0, 1, 0, 0, 3, 1, 0,18238, 6951, 11287, 6303, 5906, 929, 5100,0
2015-08-23,23, 26, 0, 0, 1, 0, 1, 4, 1, 0,18754, 3683, 15071, 2785, 3553, 5650, 6766,0
2015-08-24,23, 27, 0, 0, 1, 0, 0, 4, 0, 0,130, 44, 86, 55, 15, 21, 39,0
2015-08-25,23, 28, 0, 1, 1, 0, 0, 3, 0, 0,20685, 7009, 13676, 8810, 5615, 962, 5298,1
2015-08-26,23, 29, 0, 1, 0, 0, 0, 3, 0, 0,18449, 8926, 9523, 7584, 4317, 3250, 3298,0
2015-08-27,24, 31, 0, 1, 1, 0, 1, 3, 0, 0,17921, 5469, 12452, 4804, 5845, 864, 6408,0
2015-08-28,24, 30, 0, 1, 1, 0, 1, 3, 0, 0,20686, 7190, 13496, 6279, 3764, 2469, 8174,1
2015-08-29,23, 30, 0, 1, 0, 0, 0, 3, 1, 0,18538, 3733, 14805, 7077, 4279, 1726, 5456,0
2015-08-30,23, 30, 0, 1, 0, 0, 0, 3, 1, 0,20563, 2256, 18307, 4455, 5298, 2729, 8081,1
2015-08-31,24, 30, 0, 1, 0, 0, 0, 3, 0, 0,96, 11, 85, 33, 16, 21, 26,0
2015-09-01,24, 31, 0, 1, 1, 0, 0, 3, 0, 0,4383, 1427, 2956, 813, 1087, 1168, 1315,0
2015-09-02,24, 30, 0, 1, 1, 0, 0, 3, 0, 0,7816, 3742, 4074, 1923, 2401, 902, 2590,1
2015-09-03,24, 31, 0, 1, 0, 0, 0, 3, 0, 0,4797, 2380, 2417, 915, 469, 1110, 2303,0
2015-09-04,24, 30, 0, 1, 1, 0, 0, 4, 0, 0,7239, 3045, 4194, 3497, 1524, 428, 1790,1
2015-09-05,24, 29, 0, 1, 1, 0, 0, 4, 1, 0,6803, 2512, 4291, 2743, 1763, 1090, 1207,1
2015-09-06,23, 29, 0, 0, 1, 0, 0, 3, 1, 0,6607, 1122, 5485, 2444, 1330, 492, 2341,1
2015-09-07,23, 29, 0, 1, 1, 0, 0, 3, 0, 0,160, 48, 112, 51, 16, 30, 63,0
2015-09-08,22, 29, 0, 1, 0, 0, 0, 3, 0, 0,5522, 1350, 4172, 1373, 611, 1592, 1946,0
2015-09-09,22, 29, 0, 0, 0, 0, 0, 3, 0, 0,5076, 1936, 3140, 530, 717, 982, 2847,0
2015-09-10,22, 29, 0, 0, 0, 0, 0, 3, 0, 0,7648, 2185, 5463, 1236, 2177, 1161, 3074,1
2015-09-11,22, 30, 0, 1, 0, 0, 0, 3, 0, 0,7321, 2906, 4415, 1139, 2305, 1076, 2801,1
2015-09-12,20, 25, 0, 1, 1, 0, 0, 3, 1, 0,7445, 2590, 4855, 2209, 1356, 976, 2904,1
2015-09-13,21, 26, 0, 1, 0, 0, 0, 3, 1, 0,7962, 3639, 4323, 3526, 2145, 602, 1689,1
2015-09-14,22, 26, 0, 1, 0, 0, 0, 3, 0, 0,110, 26, 84, 28, 17, 23, 42,0
2015-09-15,20, 25, 0, 0, 1, 0, 0, 3, 0, 0,7617, 1035, 6582, 2037, 1158, 987, 3435,1
2015-09-16,20, 26, 0, 1, 1, 0, 0, 3, 0, 0,7390, 2670, 4720, 821, 1515, 1115, 3939,1
2015-09-17,21, 28, 0, 1, 0, 0, 0, 3, 0, 0,7235, 944, 6291, 1840, 686, 641, 4068,1
2015-09-18,21, 28, 0, 1, 0, 0, 0, 3, 0, 0,4406, 544, 3862, 621, 1367, 1042, 1376,0
2015-09-19,21, 27, 0, 1, 0, 0, 0, 3, 1, 0,7836, 2491, 5345, 970, 1742, 1995, 3129,1
2015-09-20,21, 27, 0, 1, 0, 0, 0, 3, 1, 0,5181, 1354, 3827, 2175, 1332, 520, 1154,0
2015-09-21,21, 28, 0, 1, 0, 0, 0, 3, 0, 0,25, 3, 22, 6, 5, 7, 7,0
2015-09-22,21, 26, 0, 0, 1, 0, 0, 3, 0, 0,7068, 2511, 4557, 1246, 972, 563, 4287,1
2015-09-23,21, 26, 0, 1, 1, 0, 0, 3, 0, 0,4756, 655, 4101, 2329, 965, 620, 842,0
2015-09-24,22, 27, 0, 1, 0, 0, 0, 3, 0, 0,7380, 3305, 4075, 1683, 2687, 316, 2694,1
2015-09-25,22, 27, 0, 1, 0, 0, 0, 3, 0, 0,7748, 3171, 4577, 3355, 1011, 1677, 1705,1
2015-09-26,21, 28, 0, 1, 0, 0, 0, 3, 1, 0,4494, 2031, 2463, 1499, 537, 786, 1672,0
2015-09-27,22, 28, 0, 1, 0, 0, 0, 4, 1, 0,7212, 2709, 4503, 3591, 536, 1486, 1599,1
2015-09-28,22, 28, 0, 0, 1, 0, 0, 4, 0, 0,59, 24, 35, 22, 3, 16, 18,0
2015-09-29,22, 25, 0, 0, 1, 0, 0, 5, 0, 0,4204, 2060, 2144, 1603, 415, 590, 1596,0
2015-09-30,21, 28, 0, 0, 1, 0, 0, 4, 0, 0,4295, 594, 3701, 992, 1377, 874, 1052,0
2015-10-01,17, 25, 0, 1, 1, 0, 0, 5, 0, 0,10687, 3500, 7187, 1480, 3621, 2428, 3158,1
2015-10-02,18, 24, 0, 0, 0, 0, 0, 3, 0, 0,10158, 3862, 6296, 4357, 1680, 1785, 2336,1
2015-10-03,20, 27, 0, 1, 0, 0, 0, 3, 1, 0,10172, 4439, 5733, 4249, 1366, 1813, 2744,1
2015-10-04,18, 25, 0, 0, 1, 0, 0, 3, 1, 0,7958, 2972, 4986, 3272, 1474, 972, 2240,0
2015-10-05,19, 21, 0, 0, 1, 0, 0, 3, 0, 0,144, 63, 81, 42, 49, 11, 42,0
2015-10-06,20, 24, 0, 1, 0, 0, 0, 3, 0, 0,10243, 4499, 5744, 1655, 3466, 940, 4182,1
2015-10-07,20, 24, 0, 0, 1, 0, 0, 3, 0, 0,9932, 1810, 8122, 2226, 1208, 2988, 3510,1
2015-10-08,18, 23, 0, 0, 1, 0, 0, 3, 0, 0,10898, 2547, 8351, 3567, 2678, 761, 3892,1
2015-10-09,16, 23, 0, 1, 0, 0, 0, 3, 0, 0,7340, 2896, 4444, 2101, 1172, 1439, 2628,0
2015-10-10,13, 23, 0, 1, 0, 0, 0, 4, 1, 0,7391, 1361, 6030, 3010, 1665, 737, 1979,0
2015-10-11,13, 21, 0, 0, 0, 0, 0, 3, 1, 0,7510, 3716, 3794, 2934, 1788, 1290, 1498,0
2015-10-12,15, 23, 0, 0, 0, 0, 0, 3, 0, 0,100, 29, 71, 44, 13, 14, 29,0
2015-10-13,16, 24, 0, 1, 0, 0, 0, 3, 0, 0,11069, 2056, 9013, 3444, 1394, 2058, 4173,1
2015-10-14,17, 25, 0, 1, 0, 0, 0, 3, 0, 0,8441, 2333, 6108, 1649, 2479, 1194, 3119,0
2015-10-15,17, 26, 0, 0, 0, 0, 0, 3, 0, 0,7750, 2253, 5497, 842, 2874, 611, 3423,0
2015-10-16,18, 26, 0, 0, 0, 0, 0, 3, 0, 0,7801, 3090, 4711, 1255, 1759, 1990, 2797,0
2015-10-17,18, 25, 0, 1, 0, 0, 0, 3, 1, 0,11132, 3478, 7654, 1121, 3703, 3126, 3182,1
2015-10-18,18, 24, 0, 1, 0, 0, 0, 3, 1, 0,8024, 2152, 5872, 1513, 1220, 812, 4479,0
2015-10-19,18, 25, 0, 1, 0, 0, 0, 3, 0, 0,232, 39, 193, 96, 14, 18, 104,0
2015-10-20,19, 24, 0, 1, 0, 0, 0, 3, 0, 0,11064, 4067, 6997, 3782, 1357, 988, 4937,1
2015-10-21,19, 26, 0, 0, 0, 0, 0, 3, 0, 0,10707, 2686, 8021, 1728, 2162, 2548, 4269,1
2015-10-22,19, 26, 0, 1, 0, 0, 0, 3, 0, 0,10407, 2353, 8054, 2692, 2938, 2166, 2611,1
2015-10-23,20, 25, 0, 1, 0, 0, 0, 3, 0, 0,7862, 2678, 5184, 3494, 1104, 932, 2332,0
2015-10-24,19, 25, 0, 1, 0, 0, 0, 3, 1, 0,10329, 3127, 7202, 1420, 2420, 2422, 4067,1
2015-10-25,18, 23, 0, 1, 0, 0, 0, 3, 1, 0,7677, 3756, 3921, 3381, 431, 1574, 2291,0
2015-10-26,17, 26, 0, 1, 1, 0, 0, 4, 0, 0,66, 12, 54, 24, 15, 11, 16,0
2015-10-27,14, 21, 0, 1, 0, 0, 0, 4, 0, 0,7638, 3182, 4456, 3512, 983, 1210, 1933,0
2015-10-28,16, 21, 0, 1, 1, 0, 0, 3, 0, 0,10505, 1193, 9312, 4932, 899, 1338, 3336,1
2015-10-29,14, 19, 0, 0, 1, 0, 0, 4, 0, 0,11181, 2127, 9054, 1389, 1598, 1544, 6650,1
2015-10-30,15, 19, 0, 1, 0, 0, 0, 4, 0, 0,9982, 1222, 8760, 1279, 3633, 1676, 3394,1
2015-10-31,13, 17, 0, 1, 1, 0, 0, 3, 1, 0,11162, 5286, 5876, 4904, 1571, 632, 4055,1
2015-11-01,10, 15, 0, 1, 1, 0, 0, 3, 1, 0,5389, 709, 4680, 1751, 1363, 953, 1322,0
2015-11-02,12, 18, 0, 1, 0, 0, 0, 3, 0, 0,149, 67, 82, 67, 41, 20, 21,0
2015-11-03,15, 20, 0, 1, 0, 0, 0, 3, 0, 0,5187, 921, 4266, 1161, 1990, 283, 1753,0
2015-11-04,17, 21, 0, 0, 1, 0, 0, 3, 0, 0,6582, 2030, 4552, 1306, 939, 891, 3446,1
2015-11-05,19, 23, 0, 0, 1, 0, 0, 3, 0, 0,4513, 1975, 2538, 1042, 1442, 274, 1755,0
2015-11-06,19, 24, 0, 0, 1, 0, 0, 3, 0, 0,6696, 1386, 5310, 3217, 1579, 334, 1566,1
2015-11-07,17, 25, 0, 0, 1, 0, 1, 3, 1, 0,7171, 2243, 4928, 2343, 1361, 351, 3116,1
2015-11-08,13, 19, 0, 1, 1, 0, 0, 3, 1, 0,7086, 813, 6273, 2853, 576, 799, 2858,1
2015-11-09,12, 18, 0, 1, 1, 0, 0, 3, 0, 0,171, 71, 100, 43, 18, 24, 86,0
2015-11-10,13, 15, 0, 1, 0, 0, 0, 3, 0, 0,5034, 1331, 3703, 1783, 1317, 498, 1436,0
2015-11-11,14, 17, 0, 1, 0, 0, 0, 3, 0, 0,7200, 3009, 4191, 2082, 2079, 590, 2449,1
2015-11-12,15, 19, 0, 0, 1, 0, 0, 3, 0, 0,7331, 2412, 4919, 3387, 989, 769, 2186,1
2015-11-13,14, 18, 0, 1, 1, 0, 0, 3, 0, 0,6877, 1584, 5293, 1993, 1380, 443, 3061,1
2015-11-14,12, 18, 0, 1, 0, 0, 0, 3, 1, 0,4591, 2099, 2492, 1164, 1486, 547, 1394,0
2015-11-15,15, 19, 0, 1, 1, 0, 0, 3, 1, 0,3971, 1181, 2790, 1393, 669, 380, 1529,0
2015-11-16,15, 21, 0, 0, 1, 0, 0, 3, 0, 0,194, 86, 108, 60, 17, 28, 89,0
2015-11-17,14, 17, 0, 0, 1, 0, 0, 3, 0, 0,6778, 1988, 4790, 1360, 556, 1292, 3570,1
2015-11-18,14, 17, 0, 0, 1, 0, 0, 3, 0, 0,4045, 932, 3113, 724, 1287, 913, 1121,0
2015-11-19,13, 16, 0, 0, 1, 0, 0, 3, 0, 0,7780, 3675, 4105, 3727, 467, 1674, 1912,1
2015-11-20,14, 17, 0, 0, 1, 0, 0, 3, 0, 0,4323, 1154, 3169, 1631, 641, 307, 1744,0
2015-11-21,15, 18, 0, 0, 1, 0, 0, 3, 1, 0,4355, 449, 3906, 1752, 659, 245, 1699,0
2015-11-22,15, 19, 0, 0, 1, 0, 0, 3, 1, 0,6815, 2520, 4295, 2532, 1776, 1138, 1369,1
2015-11-23,12, 18, 0, 0, 1, 0, 0, 4, 0, 0,203, 85, 118, 50, 47, 46, 60,0
2015-11-24,7, 14, 0, 0, 1, 0, 0, 4, 0, 0,7725, 2615, 5110, 1807, 712, 667, 4539,1
2015-11-25,3, 10, 0, 1, 0, 0, 0, 4, 0, 0,7409, 1457, 5952, 2665, 1355, 618, 2771,1
2015-11-26,0, 5, 0, 1, 0, 0, 0, 4, 0, 0,7921, 1465, 6456, 2919, 1869, 392, 2741,1
2015-11-27,3, 7, 0, 1, 0, 0, 0, 3, 0, 0,4914, 1427, 3487, 1814, 956, 518, 1626,0
2015-11-28,9, 12, 0, 1, 1, 0, 0, 3, 1, 0,7568, 3554, 4014, 1932, 2121, 378, 3137,1
2015-11-29,8, 14, 0, 1, 1, 0, 0, 3, 1, 0,7108, 1067, 6041, 1221, 1831, 1577, 2479,1
2015-11-30,10, 15, 0, 1, 0, 0, 0, 3, 0, 0,151, 71, 80, 73, 32, 7, 39,0
2015-12-01,10, 17, 0, 1, 1, 0, 0, 3, 0, 0,4940, 1601, 3339, 1596, 389, 1184, 1771,1
2015-12-02,6, 14, 0, 1, 1, 0, 0, 4, 0, 0,5258, 624, 4634, 1650, 520, 1538, 1550,1
2015-12-03,3, 11, 0, 1, 0, 0, 0, 4, 0, 0,5365, 784, 4581, 1918, 1476, 318, 1653,1
2015-12-04,4, 10, 0, 1, 0, 0, 0, 3, 0, 0,6118, 2465, 3653, 1203, 2286, 1238, 1391,1
2015-12-05,3, 9, 0, 0, 1, 0, 0, 3, 1, 0,4931, 1132, 3799, 1995, 632, 953, 1351,1
2015-12-06,5, 11, 0, 1, 0, 0, 0, 3, 1, 0,3373, 784, 2589, 661, 1341, 403, 968,0
2015-12-07,7, 12, 0, 1, 0, 0, 0, 3, 0, 0,198, 66, 132, 37, 34, 53, 74,0
2015-12-08,10, 14, 0, 1, 0, 0, 0, 3, 0, 0,2502, 431, 2071, 1250, 431, 283, 538,0
2015-12-09,12, 15, 0, 0, 1, 0, 1, 3, 0, 0,3380, 1219, 2161, 1540, 553, 383, 904,0
2015-12-10,9, 14, 0, 0, 1, 0, 0, 4, 0, 0,5274, 1489, 3785, 2388, 556, 886, 1444,1
2015-12-11,6, 12, 0, 1, 0, 0, 0, 3, 0, 0,5171, 2171, 3000, 1420, 1802, 481, 1468,1
2015-12-12,7, 11, 0, 1, 0, 0, 0, 3, 1, 0,2686, 1022, 1664, 355, 558, 481, 1292,0
2015-12-13,7, 11, 0, 0, 1, 0, 0, 3, 1, 0,6140, 1184, 4956, 2380, 1128, 460, 2172,1
2015-12-14,5, 10, 0, 1, 0, 0, 0, 3, 0, 0,129, 57, 72, 56, 34, 16, 23,0
2015-12-15,3, 10, 0, 1, 0, 0, 0, 4, 0, 0,3432, 688, 2744, 1392, 692, 646, 702,0
2015-12-16,0, 6, 0, 1, 0, 0, 0, 4, 0, 0,5888, 1410, 4478, 1414, 1613, 1297, 1564,1
2015-12-17,1, 5, 0, 1, 0, 0, 0, 4, 0, 0,4942, 601, 4341, 1081, 1642, 1054, 1165,1
2015-12-18,4, 8, 0, 1, 0, 0, 0, 3, 0, 0,3526, 1115, 2411, 792, 423, 703, 1608,0
2015-12-19,8, 11, 0, 1, 1, 0, 0, 3, 1, 0,4900, 1596, 3304, 835, 907, 914, 2244,1
2015-12-20,7, 12, 0, 0, 1, 0, 0, 3, 1, 0,2481, 397, 2084, 1082, 576, 395, 428,0
2015-12-21,8, 11, 0, 1, 0, 0, 0, 3, 0, 0,157, 23, 134, 39, 58, 24, 36,0
2015-12-22,10, 14, 0, 1, 1, 0, 0, 3, 0, 0,2468, 681, 1787, 930, 523, 332, 683,0
2015-12-23,8, 13, 0, 1, 1, 0, 0, 3, 0, 0,4976, 700, 4276, 1344, 1011, 939, 1682,1
2015-12-24,6, 10, 0, 0, 1, 0, 0, 3, 0, 0,2460, 646, 1814, 862, 490, 485, 623,0
2015-12-25,5, 11, 0, 1, 0, 0, 0, 3, 0, 0,3703, 1412, 2291, 1048, 312, 393, 1950,0
2015-12-26,6, 13, 0, 1, 0, 0, 0, 3, 1, 0,3335, 1044, 2291, 521, 1138, 425, 1251,0
2015-12-27,5, 11, 0, 1, 0, 0, 0, 4, 1, 0,3186, 961, 2225, 416, 1120, 756, 894,0
2015-12-28,4, 8, 0, 1, 0, 0, 0, 3, 0, 0,227, 45, 182, 65, 79, 37, 46,0
2015-12-29,5, 9, 0, 1, 0, 0, 0, 3, 0, 0,5891, 2048, 3843, 1920, 1337, 802, 1832,1
2015-12-30,5, 11, 0, 1, 0, 0, 0, 3, 0, 0,5750, 2508, 3242, 2618, 744, 1003, 1385,1
2015-12-31,3, 10, 0, 0, 0, 0, 0, 3, 0, 0,4912, 1204, 3708, 691, 1638, 1001, 1582,1
2016-01-01,7, 12, 0, 1, 0, 0, 0, 3, 0, 1,11112, 3753, 7359, 3410, 2589, 2051, 3062,1
2016-01-02,9, 15, 0, 1, 1, 0, 0, 3, 1, 0,13412, 1877, 11535, 2763, 1150, 4480, 5019,1
2016-01-03,10, 15, 0, 1, 0, 0, 0, 3, 1, 0,6575, 2813, 3762, 2855, 1087, 830, 1803,1
2016-01-04,8, 14, 0, 0, 1, 0, 0, 4, 0, 0,272, 106, 166, 44, 80, 36, 112,0
2016-01-05,7, 10, 0, 0, 1, 0, 0, 4, 0, 0,2839, 1397, 1442, 1241, 356, 466, 776,0
2016-01-06,5, 9, 0, 1, 1, 0, 0, 3, 0, 0,2293, 622, 1671, 879, 331, 244, 839,0
2016-01-07,4, 9, 0, 1, 1, 0, 0, 3, 0, 0,2190, 555, 1635, 597, 608, 426, 559,0
2016-01-08,3, 8, 0, 1, 0, 0, 0, 3, 0, 0,2516, 372, 2144, 711, 457, 414, 934,0
2016-01-09,6, 9, 0, 1, 0, 0, 0, 3, 1, 0,5303, 1338, 3965, 2288, 701, 413, 1901,0
2016-01-10,6, 10, 0, 0, 1, 0, 0, 3, 1, 0,4799, 2259, 2540, 1061, 1860, 345, 1533,0
2016-01-11,3, 8, 0, 0, 1, 0, 0, 4, 0, 0,122, 30, 92, 42, 8, 28, 44,0
2016-01-12,1, 6, 0, 1, 0, 0, 0, 3, 0, 0,2988, 1369, 1619, 1112, 830, 155, 891,0
2016-01-13,1, 6, 0, 1, 0, 0, 0, 3, 0, 0,4001, 725, 3276, 1663, 301, 733, 1304,0
2016-01-14,3, 7, 0, 1, 0, 0, 0, 3, 0, 0,4064, 961, 3103, 1274, 1192, 565, 1033,0
2016-01-15,3, 10, 0, 0, 0, 0, 0, 3, 0, 0,3835, 483, 3352, 975, 1420, 283, 1157,0
2016-01-16,5, 10, 0, 1, 1, 0, 0, 3, 1, 0,7501, 2116, 5385, 2446, 992, 553, 3510,1
2016-01-17,1, 9, 0, 1, 1, 0, 0, 4, 1, 0,6893, 1656, 5237, 2979, 1856, 237, 1821,1
2016-01-18,-1, 5, 0, 1, 0, 0, 0, 4, 0, 0,343, 130, 213, 110, 81, 67, 85,0
2016-01-19,0, 4, 0, 1, 0, 0, 0, 3, 0, 0,6202, 717, 5485, 2159, 1043, 1173, 1827,1
2016-01-20,2, 5, 0, 1, 1, 1, 0, 3, 0, 0,5185, 1308, 3877, 930, 1767, 932, 1556,0
2016-01-21,2, 4, 0, 0, 1, 1, 0, 3, 0, 0,5096, 938, 4158, 1288, 1044, 1026, 1738,0
2016-01-22,-3, 5, 0, 0, 1, 1, 0, 5, 0, 0,4507, 1281, 3226, 2154, 628, 644, 1081,0
2016-01-23,-7, 0, 0, 1, 0, 0, 0, 5, 1, 0,7294, 3621, 3673, 3465, 1684, 640, 1505,1
2016-01-24,-6, -4, 0, 0, 0, 0, 0, 5, 1, 0,6784, 2558, 4226, 2311, 1661, 1007, 1805,1
2016-01-25,-3, 2, 0, 0, 0, 0, 0, 4, 0, 0,153, 59, 94, 63, 18, 27, 45,0
2016-01-26,2, 7, 0, 1, 0, 0, 0, 3, 0, 0,6454, 3031, 3423, 3130, 588, 1340, 1396,1
2016-01-27,5, 7, 0, 0, 1, 0, 0, 3, 0, 0,5564, 1369, 4195, 602, 969, 1441, 2552,0
2016-01-28,5, 9, 0, 0, 1, 0, 0, 3, 0, 0,5601, 2141, 3460, 1829, 892, 1232, 1648,0
2016-01-29,4, 7, 0, 0, 1, 0, 0, 4, 0, 0,5764, 2037, 3727, 2724, 1152, 573, 1315,0
2016-01-30,3, 7, 0, 1, 1, 0, 0, 3, 1, 0,8052, 1894, 6158, 1520, 1424, 966, 4142,1
2016-01-31,1, 5, 0, 0, 1, 1, 0, 3, 1, 0,7722, 2152, 5570, 1303, 749, 1117, 4553,1
2016-02-01,-1, 4, 0, 1, 0, 0, 0, 3, 0, 0,107, 15, 92, 11, 32, 19, 45,0
2016-02-02,0, 4, 0, 1, 0, 0, 0, 3, 0, 0,7196, 3103, 4093, 887, 1410, 1680, 3219,0
2016-02-03,2, 7, 0, 1, 0, 0, 0, 3, 0, 0,6810, 2765, 4045, 2386, 713, 1693, 2018,0
2016-02-04,3, 7, 0, 1, 1, 0, 0, 3, 0, 0,6480, 1119, 5361, 2452, 1089, 481, 2458,0
2016-02-05,1, 8, 0, 1, 0, 0, 0, 3, 0, 0,351, 173, 178, 51, 57, 118, 125,0
2016-02-06,-1, 6, 0, 1, 0, 0, 0, 3, 1, 0,189, 87, 102, 44, 21, 56, 68,0
2016-02-07,3, 8, 0, 1, 0, 0, 0, 3, 1, 0,11, 3, 8, 3, 1, 2, 5,0
2016-02-08,6, 13, 0, 0, 0, 0, 0, 3, 0, 0,9174, 1636, 7538, 2081, 817, 2422, 3854,1
2016-02-09,9, 17, 0, 0, 0, 0, 0, 3, 0, 0,18236, 7902, 10334, 2967, 6658, 3228, 5383,1
2016-02-10,13, 18, 0, 1, 0, 0, 0, 4, 0, 0,20898, 5965, 14933, 9539, 3402, 2470, 5487,1
2016-02-11,14, 18, 0, 1, 1, 0, 0, 4, 0, 0,22561, 4346, 18215, 10923, 4748, 2036, 4854,1
2016-02-12,11, 22, 0, 1, 1, 0, 0, 3, 0, 0,17600, 6310, 11290, 4438, 2554, 3593, 7015,1
2016-02-13,3, 18, 0, 1, 1, 0, 0, 5, 1, 0,14666, 2248, 12418, 2517, 1672, 1379, 9098,1
2016-02-14,-1, 6, 0, 1, 0, 0, 0, 4, 1, 0,11527, 3262, 8265, 1635, 4338, 1301, 4253,1
2016-02-15,0, 6, 0, 0, 0, 0, 0, 3, 0, 0,111, 32, 79, 45, 22, 10, 34,0
2016-02-16,2, 10, 0, 1, 0, 0, 0, 3, 0, 0,11215, 3053, 8162, 4918, 941, 2201, 3155,1
2016-02-17,6, 12, 0, 1, 0, 0, 0, 3, 0, 0,8158, 2082, 6076, 1588, 2451, 1448, 2671,0
2016-02-18,6, 15, 0, 1, 0, 0, 0, 3, 0, 0,6957, 1427, 5530, 2178, 1774, 1416, 1589,0
2016-02-19,5, 12, 0, 1, 1, 0, 0, 4, 0, 0,7203, 1037, 6166, 1675, 2748, 542, 2238,0
2016-02-20,3, 11, 0, 0, 0, 0, 0, 4, 1, 0,10782, 4808, 5974, 2864, 3668, 1368, 2882,1
2016-02-21,5, 10, 0, 1, 1, 0, 0, 3, 1, 0,7368, 2033, 5335, 1148, 790, 760, 4670,0
2016-02-22,5, 8, 0, 0, 1, 0, 0, 3, 0, 0,69, 17, 52, 22, 9, 13, 25,0
2016-02-23,4, 10, 0, 1, 0, 0, 0, 4, 0, 0,2654, 874, 1780, 1256, 337, 409, 652,0
2016-02-24,2, 9, 0, 0, 0, 0, 0, 3, 0, 0,2785, 279, 2506, 1072, 320, 468, 925,0
2016-02-25,5, 11, 0, 1, 0, 0, 0, 3, 0, 0,2491, 1011, 1480, 299, 601, 448, 1143,0
2016-02-26,8, 15, 0, 1, 0, 0, 0, 3, 0, 0,2073, 618, 1455, 674, 175, 401, 823,0
2016-02-27,10, 18, 0, 0, 0, 0, 0, 3, 1, 0,6625, 1548, 5077, 3292, 1505, 730, 1098,0
2016-02-28,4, 21, 0, 1, 0, 0, 0, 4, 1, 0,6332, 1131, 5201, 1944, 1927, 499, 1962,0
2016-02-29,2, 10, 0, 0, 0, 0, 0, 3, 0, 0,248, 36, 212, 93, 48, 37, 70,0
2016-03-01,6, 12, 0, 1, 0, 0, 0, 3, 0, 0,2005, 284, 1721, 559, 510, 467, 469,0
2016-03-02,10, 16, 0, 1, 0, 0, 0, 3, 0, 0,1977, 397, 1580, 979, 305, 228, 465,0
2016-03-03,13, 21, 0, 1, 0, 0, 0, 3, 0, 0,2035, 697, 1338, 899, 556, 205, 375,0
2016-03-04,15, 21, 0, 1, 1, 0, 0, 3, 0, 0,2067, 817, 1250, 490, 391, 278, 908,0
2016-03-05,10, 23, 0, 0, 1, 0, 0, 3, 1, 0,6379, 2011, 4368, 1253, 1943, 1581, 1602,1
2016-03-06,10, 16, 0, 1, 0, 0, 0, 3, 1, 0,6370, 1912, 4458, 1609, 748, 1632, 2381,1
2016-03-07,7, 21, 0, 1, 1, 0, 0, 3, 0, 0,362, 147, 215, 53, 139, 52, 118,0
2016-03-08,5, 11, 0, 0, 1, 0, 0, 5, 0, 0,3123, 743, 2380, 1208, 503, 165, 1247,0
2016-03-09,4, 8, 0, 0, 1, 0, 0, 5, 0, 0,2761, 396, 2365, 319, 435, 893, 1114,0
2016-03-10,1, 8, 0, 1, 1, 0, 0, 4, 0, 0,2448, 773, 1675, 1145, 327, 378, 598,0
2016-03-11,4, 9, 0, 0, 0, 0, 0, 3, 0, 0,3107, 482, 2625, 399, 858, 912, 938,0
2016-03-12,8, 12, 0, 1, 1, 0, 0, 4, 1, 0,7631, 3746, 3885, 3338, 682, 1264, 2347,1
2016-03-13,6, 12, 0, 1, 1, 0, 0, 3, 1, 0,6343, 1377, 4966, 1938, 681, 713, 3011,1
2016-03-14,5, 12, 0, 1, 0, 0, 0, 3, 0, 0,57, 21, 36, 21, 8, 14, 14,0
